X,Y,Z,V
-3.0,-0.08695648610591888,14.760000228881836,-0.11334514617919922
-3.0,-0.02898547053337097,14.760000228881836,-0.018311738967895508
-3.0,0.02898547053337097,14.760000228881836,-0.02059769630432129
-3.0,0.08695648610591888,14.760000228881836,-0.11319327354431152
-3.0,0.1449275016784668,14.760000228881836,-0.24273395538330078
-3.0,0.2028985172510147,14.760000228881836,-0.37504684925079346
-3.0,0.2608695328235626,14.760000228881836,-0.4982142448425293
-3.0,0.31884056329727173,14.760000228881836,-0.609528660774231
-3.0,0.37681156396865845,14.760000228881836,-0.7079354524612427
-3.0,0.43478256464004517,14.760000228881836,-0.7881335020065308
-3.0,0.4927535951137543,14.760000228881836,-0.844186544418335
-3.0,0.5507246255874634,14.760000228881836,-0.8773924708366394
-3.0,0.6086956262588501,14.760000228881836,-0.8964803814888
-3.0,0.6666666269302368,14.760000228881836,-0.9109889268875122
-3.0,0.7246376276016235,14.760000228881836,-0.9245026707649231
-3.0,0.782608687877655,14.760000228881836,-0.9355103373527527
-3.0,0.8405796885490417,14.760000228881836,-0.9428985118865967
-3.0,0.8985506892204285,14.760000228881836,-0.9475107789039612
-3.0,0.95652174949646,14.760000228881836,-0.9496804475784302
-3.0,1.0144927501678467,14.760000228881836,-0.9489778876304626
-3.0,1.0724637508392334,14.760000228881836,-0.9454841017723083
-3.0,1.1304347515106201,14.760000228881836,-0.9396752119064331
-3.0,1.1884057521820068,14.760000228881836,-0.9326367974281311
-3.0,1.2463767528533936,14.760000228881836,-0.9252288341522217
-3.0,1.3043477535247803,14.760000228881836,-0.9172831773757935
-3.0,1.3623188734054565,14.760000228881836,-0.9074845910072327
-3.0,1.4202898740768433,14.760000228881836,-0.8941031694412231
-3.0,1.47826087474823,14.760000228881836,-0.8759152293205261
-3.0,1.5362318754196167,14.760000228881836,-0.8522335290908813
-3.0,1.5942028760910034,14.760000228881836,-0.8222222328186035
-3.0,1.6521738767623901,14.760000228881836,-0.7847899198532104
-3.0,1.7101448774337769,14.760000228881836,-0.739411473274231
-3.0,1.7681159973144531,14.760000228881836,-0.6863956451416016
-3.0,1.8260869979858398,14.760000228881836,-0.6261471509933472
-3.0,1.8840579986572266,14.760000228881836,-0.5588854551315308
-3.0,1.9420289993286133,14.760000228881836,-0.4857383966445923
-3.0,2.0,14.760000228881836,-0.4098210334777832
-2.9275362491607666,-2.0,14.760000228881836,-0.46896564960479736
-2.9275362491607666,-1.9420289993286133,14.760000228881836,-0.5482553243637085
-2.9275362491607666,-1.8840579986572266,14.760000228881836,-0.6209783554077148
-2.9275362491607666,-1.8260869979858398,14.760000228881836,-0.6865313053131104
-2.9275362491607666,-1.7681159973144531,14.760000228881836,-0.7446838021278381
-2.9275362491607666,-1.7101448774337769,14.760000228881836,-0.7950165867805481
-2.9275362491607666,-1.6521738767623901,14.760000228881836,-0.8364423513412476
-2.9275362491607666,-1.5942028760910034,14.760000228881836,-0.8678494691848755
-2.9275362491607666,-1.5362318754196167,14.760000228881836,-0.8897092938423157
-2.9275362491607666,-1.47826087474823,14.760000228881836,-0.9045436382293701
-2.9275362491607666,-1.4202898740768433,14.760000228881836,-0.9156886339187622
-2.9275362491607666,-1.3623188734054565,14.760000228881836,-0.9252867102622986
-2.9275362491607666,-1.3043477535247803,14.760000228881836,-0.9334551692008972
-2.9275362491607666,-1.2463767528533936,14.760000228881836,-0.9392720460891724
-2.9275362491607666,-1.1884057521820068,14.760000228881836,-0.9422463178634644
-2.9275362491607666,-1.1304347515106201,14.760000228881836,-0.942838191986084
-2.9275362491607666,-1.0724637508392334,14.760000228881836,-0.9417634010314941
-2.9275362491607666,-1.0144927501678467,14.760000228881836,-0.939436137676239
-2.9275362491607666,-0.95652174949646,14.760000228881836,-0.9360632300376892
-2.9275362491607666,-0.8985506892204285,14.760000228881836,-0.9321767091751099
-2.9275362491607666,-0.8405796885490417,14.760000228881836,-0.9282196760177612
-2.9275362491607666,-0.782608687877655,14.760000228881836,-0.9235791563987732
-2.9275362491607666,-0.7246376276016235,14.760000228881836,-0.9168626070022583
-2.9275362491607666,-0.6666666269302368,14.760000228881836,-0.9069887399673462
-2.9275362491607666,-0.6086956262588501,14.760000228881836,-0.8919069766998291
-2.9275362491607666,-0.5507246255874634,14.760000228881836,-0.8660650849342346
-2.9275362491607666,-0.4927535951137543,14.760000228881836,-0.8214477300643921
-2.9275362491607666,-0.43478256464004517,14.760000228881836,-0.7520726323127747
-2.9275362491607666,-0.37681156396865845,14.760000228881836,-0.6593121290206909
-2.9275362491607666,-0.31884056329727173,14.760000228881836,-0.5510872602462769
-2.9275362491607666,-0.2608695328235626,14.760000228881836,-0.434276819229126
-2.9275362491607666,-0.2028985172510147,14.760000228881836,-0.3115164041519165
-2.9275362491607666,-0.1449275016784668,14.760000228881836,-0.18210768699645996
-2.9275362491607666,-0.08695648610591888,14.760000228881836,-0.047238945960998535
-2.9275362491607666,-0.02898547053337097,14.760000228881836,0.05407440662384033
-2.9275362491607666,0.02898547053337097,14.760000228881836,0.053850531578063965
-2.9275362491607666,0.08695648610591888,14.760000228881836,-0.03880584239959717
-2.9275362491607666,0.1449275016784668,14.760000228881836,-0.16676867008209229
-2.9275362491607666,0.2028985172510147,14.760000228881836,-0.29999446868896484
-2.9275362491607666,0.2608695328235626,14.760000228881836,-0.4284508228302002
-2.9275362491607666,0.31884056329727173,14.760000228881836,-0.5484590530395508
-2.9275362491607666,0.37681156396865845,14.760000228881836,-0.6587557792663574
-2.9275362491607666,0.43478256464004517,14.760000228881836,-0.7552980184555054
-2.9275362491607666,0.4927535951137543,14.760000228881836,-0.831720232963562
-2.9275362491607666,0.5507246255874634,14.760000228881836,-0.8847800493240356
-2.9275362491607666,0.6086956262588501,14.760000228881836,-0.9165921211242676
-2.9275362491607666,0.6666666269302368,14.760000228881836,-0.9343622326850891
-2.9275362491607666,0.7246376276016235,14.760000228881836,-0.94635009765625
-2.9275362491607666,0.782608687877655,14.760000228881836,-0.957028329372406
-2.9275362491607666,0.8405796885490417,14.760000228881836,-0.9669113755226135
-2.9275362491607666,0.8985506892204285,14.760000228881836,-0.9748740196228027
-2.9275362491607666,0.95652174949646,14.760000228881836,-0.9793115258216858
-2.9275362491607666,1.0144927501678467,14.760000228881836,-0.9797149896621704
-2.9275362491607666,1.0724637508392334,14.760000228881836,-0.9769853353500366
-2.9275362491607666,1.1304347515106201,14.760000228881836,-0.9725655913352966
-2.9275362491607666,1.1884057521820068,14.760000228881836,-0.967406153678894
-2.9275362491607666,1.2463767528533936,14.760000228881836,-0.9614455699920654
-2.9275362491607666,1.3043477535247803,14.760000228881836,-0.9540627598762512
-2.9275362491607666,1.3623188734054565,14.760000228881836,-0.9445120692253113
-2.9275362491607666,1.4202898740768433,14.760000228881836,-0.9321248531341553
-2.9275362491607666,1.47826087474823,14.760000228881836,-0.9164333343505859
-2.9275362491607666,1.5362318754196167,14.760000228881836,-0.8968598246574402
-2.9275362491607666,1.5942028760910034,14.760000228881836,-0.8721055388450623
-2.9275362491607666,1.6521738767623901,14.760000228881836,-0.8402881622314453
-2.9275362491607666,1.7101448774337769,14.760000228881836,-0.7999733686447144
-2.9275362491607666,1.7681159973144531,14.760000228881836,-0.7507396936416626
-2.9275362491607666,1.8260869979858398,14.760000228881836,-0.6928632259368896
-2.9275362491607666,1.8840579986572266,14.760000228881836,-0.6268672943115234
-2.9275362491607666,1.9420289993286133,14.760000228881836,-0.5541502237319946
-2.9275362491607666,2.0,14.760000228881836,-0.4778776168823242
-2.855072498321533,-2.0,14.760000228881836,-0.5436785221099854
-2.855072498321533,-1.9420289993286133,14.760000228881836,-0.6184027194976807
-2.855072498321533,-1.8840579986572266,14.760000228881836,-0.6869596242904663
-2.855072498321533,-1.8260869979858398,14.760000228881836,-0.7484154105186462
-2.855072498321533,-1.7681159973144531,14.760000228881836,-0.8020975589752197
-2.855072498321533,-1.7101448774337769,14.760000228881836,-0.8471961617469788
-2.855072498321533,-1.6521738767623901,14.760000228881836,-0.8827288746833801
-2.855072498321533,-1.5942028760910034,14.760000228881836,-0.9084169864654541
-2.855072498321533,-1.5362318754196167,14.760000228881836,-0.925685703754425
-2.855072498321533,-1.47826087474823,14.760000228881836,-0.9375417232513428
-2.855072498321533,-1.4202898740768433,14.760000228881836,-0.9470279216766357
-2.855072498321533,-1.3623188734054565,14.760000228881836,-0.9555429816246033
-2.855072498321533,-1.3043477535247803,14.760000228881836,-0.9627296328544617
-2.855072498321533,-1.2463767528533936,14.760000228881836,-0.967749834060669
-2.855072498321533,-1.1884057521820068,14.760000228881836,-0.9703770875930786
-2.855072498321533,-1.1304347515106201,14.760000228881836,-0.9710037112236023
-2.855072498321533,-1.0724637508392334,14.760000228881836,-0.9699105024337769
-2.855072498321533,-1.0144927501678467,14.760000228881836,-0.9669440388679504
-2.855072498321533,-0.95652174949646,14.760000228881836,-0.96229487657547
-2.855072498321533,-0.8985506892204285,14.760000228881836,-0.9569349884986877
-2.855072498321533,-0.8405796885490417,14.760000228881836,-0.9519833326339722
-2.855072498321533,-0.782608687877655,14.760000228881836,-0.9475256204605103
-2.855072498321533,-0.7246376276016235,14.760000228881836,-0.9417042136192322
-2.855072498321533,-0.6666666269302368,14.760000228881836,-0.9296663999557495
-2.855072498321533,-0.6086956262588501,14.760000228881836,-0.9040989875793457
-2.855072498321533,-0.5507246255874634,14.760000228881836,-0.8589102625846863
-2.855072498321533,-0.4927535951137543,14.760000228881836,-0.7912728786468506
-2.855072498321533,-0.43478256464004517,14.760000228881836,-0.7017525434494019
-2.855072498321533,-0.37681156396865845,14.760000228881836,-0.5959999561309814
-2.855072498321533,-0.31884056329727173,14.760000228881836,-0.48202598094940186
-2.855072498321533,-0.2608695328235626,14.760000228881836,-0.36327600479125977
-2.855072498321533,-0.2028985172510147,14.760000228881836,-0.24001538753509521
-2.855072498321533,-0.1449275016784668,14.760000228881836,-0.11124742031097412
-2.855072498321533,-0.08695648610591888,14.760000228881836,0.025082826614379883
-2.855072498321533,-0.02898547053337097,14.760000228881836,0.12702691555023193
-2.855072498321533,0.02898547053337097,14.760000228881836,0.12050747871398926
-2.855072498321533,0.08695648610591888,14.760000228881836,0.02865421772003174
-2.855072498321533,0.1449275016784668,14.760000228881836,-0.09244060516357422
-2.855072498321533,0.2028985172510147,14.760000228881836,-0.2219696044921875
-2.855072498321533,0.2608695328235626,14.760000228881836,-0.35186707973480225
-2.855072498321533,0.31884056329727173,14.760000228881836,-0.47700202465057373
-2.855072498321533,0.37681156396865845,14.760000228881836,-0.5950927734375
-2.855072498321533,0.43478256464004517,14.760000228881836,-0.7029501795768738
-2.855072498321533,0.4927535951137543,14.760000228881836,-0.7957550287246704
-2.855072498321533,0.5507246255874634,14.760000228881836,-0.8695564866065979
-2.855072498321533,0.6086956262588501,14.760000228881836,-0.9215524196624756
-2.855072498321533,0.6666666269302368,14.760000228881836,-0.9527227282524109
-2.855072498321533,0.7246376276016235,14.760000228881836,-0.9694036245346069
-2.855072498321533,0.782608687877655,14.760000228881836,-0.9798349738121033
-2.855072498321533,0.8405796885490417,14.760000228881836,-0.9892660975456238
-2.855072498321533,0.8985506892204285,14.760000228881836,-0.9981874823570251
-2.855072498321533,0.95652174949646,14.760000228881836,-1.0044708251953125
-2.855072498321533,1.0144927501678467,14.760000228881836,-1.0068022012710571
-2.855072498321533,1.0724637508392334,14.760000228881836,-1.0058600902557373
-2.855072498321533,1.1304347515106201,14.760000228881836,-1.0031869411468506
-2.855072498321533,1.1884057521820068,14.760000228881836,-0.9993768334388733
-2.855072498321533,1.2463767528533936,14.760000228881836,-0.9938828349113464
-2.855072498321533,1.3043477535247803,14.760000228881836,-0.9861925840377808
-2.855072498321533,1.3623188734054565,14.760000228881836,-0.9764431118965149
-2.855072498321533,1.4202898740768433,14.760000228881836,-0.9650160670280457
-2.855072498321533,1.47826087474823,14.760000228881836,-0.9520080089569092
-2.855072498321533,1.5362318754196167,14.760000228881836,-0.936707615852356
-2.855072498321533,1.5942028760910034,14.760000228881836,-0.9172666072845459
-2.855072498321533,1.6521738767623901,14.760000228881836,-0.8912650346755981
-2.855072498321533,1.7101448774337769,14.760000228881836,-0.8566869497299194
-2.855072498321533,1.7681159973144531,14.760000228881836,-0.812562108039856
-2.855072498321533,1.8260869979858398,14.760000228881836,-0.758687436580658
-2.855072498321533,1.8840579986572266,14.760000228881836,-0.6953781843185425
-2.855072498321533,1.9420289993286133,14.760000228881836,-0.6240497827529907
-2.855072498321533,2.0,14.760000228881836,-0.5482319593429565
-2.7826087474823,-2.0,14.760000228881836,-0.6167346239089966
-2.7826087474823,-1.9420289993286133,14.760000228881836,-0.6878067255020142
-2.7826087474823,-1.8840579986572266,14.760000228881836,-0.7528706789016724
-2.7826087474823,-1.8260869979858398,14.760000228881836,-0.8101305365562439
-2.7826087474823,-1.7681159973144531,14.760000228881836,-0.8582882285118103
-2.7826087474823,-1.7101448774337769,14.760000228881836,-0.8964634537696838
-2.7826087474823,-1.6521738767623901,14.760000228881836,-0.9245975613594055
-2.7826087474823,-1.5942028760910034,14.760000228881836,-0.9439526200294495
-2.7826087474823,-1.5362318754196167,14.760000228881836,-0.9570791721343994
-2.7826087474823,-1.47826087474823,14.760000228881836,-0.9669822454452515
-2.7826087474823,-1.4202898740768433,14.760000228881836,-0.9756811261177063
-2.7826087474823,-1.3623188734054565,14.760000228881836,-0.9834805727005005
-2.7826087474823,-1.3043477535247803,14.760000228881836,-0.989665687084198
-2.7826087474823,-1.2463767528533936,14.760000228881836,-0.9937863349914551
-2.7826087474823,-1.1884057521820068,14.760000228881836,-0.9960981607437134
-2.7826087474823,-1.1304347515106201,14.760000228881836,-0.9969214797019958
-2.7826087474823,-1.0724637508392334,14.760000228881836,-0.9959248304367065
-2.7826087474823,-1.0144927501678467,14.760000228881836,-0.9924091100692749
-2.7826087474823,-0.95652174949646,14.760000228881836,-0.9866241812705994
-2.7826087474823,-0.8985506892204285,14.760000228881836,-0.9803710579872131
-2.7826087474823,-0.8405796885490417,14.760000228881836,-0.9756823778152466
-2.7826087474823,-0.782608687877655,14.760000228881836,-0.972205400466919
-2.7826087474823,-0.7246376276016235,14.760000228881836,-0.964364767074585
-2.7826087474823,-0.6666666269302368,14.760000228881836,-0.9418233633041382
-2.7826087474823,-0.6086956262588501,14.760000228881836,-0.8962616324424744
-2.7826087474823,-0.5507246255874634,14.760000228881836,-0.8271929025650024
-2.7826087474823,-0.4927535951137543,14.760000228881836,-0.739014208316803
-2.7826087474823,-0.43478256464004517,14.760000228881836,-0.6364137530326843
-2.7826087474823,-0.37681156396865845,14.760000228881836,-0.5254331827163696
-2.7826087474823,-0.31884056329727173,14.760000228881836,-0.41061854362487793
-2.7826087474823,-0.2608695328235626,14.760000228881836,-0.2910975217819214
-2.7826087474823,-0.2028985172510147,14.760000228881836,-0.16656053066253662
-2.7826087474823,-0.1449275016784668,14.760000228881836,-0.03671884536743164
-2.7826087474823,-0.08695648610591888,14.760000228881836,0.10156071186065674
-2.7826087474823,-0.02898547053337097,14.760000228881836,0.1943502426147461
-2.7826087474823,0.02898547053337097,14.760000228881836,0.1732250452041626
-2.7826087474823,0.08695648610591888,14.760000228881836,0.08639204502105713
-2.7826087474823,0.1449275016784668,14.760000228881836,-0.022596120834350586
-2.7826087474823,0.2028985172510147,14.760000228881836,-0.14490294456481934
-2.7826087474823,0.2608695328235626,14.760000228881836,-0.27336549758911133
-2.7826087474823,0.31884056329727173,14.760000228881836,-0.4010183811187744
-2.7826087474823,0.37681156396865845,14.760000228881836,-0.5239707231521606
-2.7826087474823,0.43478256464004517,14.760000228881836,-0.6386509537696838
-2.7826087474823,0.4927535951137543,14.760000228881836,-0.7419191598892212
-2.7826087474823,0.5507246255874634,14.760000228881836,-0.8317412734031677
-2.7826087474823,0.6086956262588501,14.760000228881836,-0.9040864109992981
-2.7826087474823,0.6666666269302368,14.760000228881836,-0.9552130103111267
-2.7826087474823,0.7246376276016235,14.760000228881836,-0.9862375259399414
-2.7826087474823,0.782608687877655,14.760000228881836,-1.0032191276550293
-2.7826087474823,0.8405796885490417,14.760000228881836,-1.013305425643921
-2.7826087474823,0.8985506892204285,14.760000228881836,-1.0206071138381958
-2.7826087474823,0.95652174949646,14.760000228881836,-1.025950312614441
-2.7826087474823,1.0144927501678467,14.760000228881836,-1.0288810729980469
-2.7826087474823,1.0724637508392334,14.760000228881836,-1.0300450325012207
-2.7826087474823,1.1304347515106201,14.760000228881836,-1.0302090644836426
-2.7826087474823,1.1884057521820068,14.760000228881836,-1.0288243293762207
-2.7826087474823,1.2463767528533936,14.760000228881836,-1.0246652364730835
-2.7826087474823,1.3043477535247803,14.760000228881836,-1.0174689292907715
-2.7826087474823,1.3623188734054565,14.760000228881836,-1.0081379413604736
-2.7826087474823,1.4202898740768433,14.760000228881836,-0.9977163672447205
-2.7826087474823,1.47826087474823,14.760000228881836,-0.9865595102310181
-2.7826087474823,1.5362318754196167,14.760000228881836,-0.9738933444023132
-2.7826087474823,1.5942028760910034,14.760000228881836,-0.95786452293396
-2.7826087474823,1.6521738767623901,14.760000228881836,-0.9361615180969238
-2.7826087474823,1.7101448774337769,14.760000228881836,-0.906856119632721
-2.7826087474823,1.7681159973144531,14.760000228881836,-0.8685631155967712
-2.7826087474823,1.8260869979858398,14.760000228881836,-0.8202735185623169
-2.7826087474823,1.8840579986572266,14.760000228881836,-0.7615554332733154
-2.7826087474823,1.9420289993286133,14.760000228881836,-0.6934407353401184
-2.7826087474823,2.0,14.760000228881836,-0.6197198629379272
-2.7101449966430664,-2.0,14.760000228881836,-0.6854966878890991
-2.7101449966430664,-1.9420289993286133,14.760000228881836,-0.7547748684883118
-2.7101449966430664,-1.8840579986572266,14.760000228881836,-0.8169942498207092
-2.7101449966430664,-1.8260869979858398,14.760000228881836,-0.8693251609802246
-2.7101449966430664,-1.7681159973144531,14.760000228881836,-0.9104039669036865
-2.7101449966430664,-1.7101448774337769,14.760000228881836,-0.9402506351470947
-2.7101449966430664,-1.6521738767623901,14.760000228881836,-0.9606738090515137
-2.7101449966430664,-1.5942028760910034,14.760000228881836,-0.9746351838111877
-2.7101449966430664,-1.5362318754196167,14.760000228881836,-0.9852039217948914
-2.7101449966430664,-1.47826087474823,14.760000228881836,-0.9945167303085327
-2.7101449966430664,-1.4202898740768433,14.760000228881836,-1.0031745433807373
-2.7101449966430664,-1.3623188734054565,14.760000228881836,-1.0105292797088623
-2.7101449966430664,-1.3043477535247803,14.760000228881836,-1.0157318115234375
-2.7101449966430664,-1.2463767528533936,14.760000228881836,-1.0187387466430664
-2.7101449966430664,-1.1884057521820068,14.760000228881836,-1.0202593803405762
-2.7101449966430664,-1.1304347515106201,14.760000228881836,-1.0206893682479858
-2.7101449966430664,-1.0724637508392334,14.760000228881836,-1.0194250345230103
-2.7101449966430664,-1.0144927501678467,14.760000228881836,-1.01569402217865
-2.7101449966430664,-0.95652174949646,14.760000228881836,-1.0101187229156494
-2.7101449966430664,-0.8985506892204285,14.760000228881836,-1.0049207210540771
-2.7101449966430664,-0.8405796885490417,14.760000228881836,-1.0011963844299316
-2.7101449966430664,-0.782608687877655,14.760000228881836,-0.9948787689208984
-2.7101449966430664,-0.7246376276016235,14.760000228881836,-0.9755797386169434
-2.7101449966430664,-0.6666666269302368,14.760000228881836,-0.9325910210609436
-2.7101449966430664,-0.6086956262588501,14.760000228881836,-0.8633385300636292
-2.7101449966430664,-0.5507246255874634,14.760000228881836,-0.7739808559417725
-2.7101449966430664,-0.4927535951137543,14.760000228881836,-0.6725109815597534
-2.7101449966430664,-0.43478256464004517,14.760000228881836,-0.5641666650772095
-2.7101449966430664,-0.37681156396865845,14.760000228881836,-0.4527130126953125
-2.7101449966430664,-0.31884056329727173,14.760000228881836,-0.338326096534729
-2.7101449966430664,-0.2608695328235626,14.760000228881836,-0.21762418746948242
-2.7101449966430664,-0.2028985172510147,14.760000228881836,-0.09195816516876221
-2.7101449966430664,-0.1449275016784668,14.760000228881836,0.03902018070220947
-2.7101449966430664,-0.08695648610591888,14.760000228881836,0.17602109909057617
-2.7101449966430664,-0.02898547053337097,14.760000228881836,0.24367761611938477
-2.7101449966430664,0.02898547053337097,14.760000228881836,0.2061915397644043
-2.7101449966430664,0.08695648610591888,14.760000228881836,0.13216519355773926
-2.7101449966430664,0.1449275016784668,14.760000228881836,0.03970003128051758
-2.7101449966430664,0.2028985172510147,14.760000228881836,-0.0720207691192627
-2.7101449966430664,0.2608695328235626,14.760000228881836,-0.19588923454284668
-2.7101449966430664,0.31884056329727173,14.760000228881836,-0.3235205411911011
-2.7101449966430664,0.37681156396865845,14.760000228881836,-0.44941627979278564
-2.7101449966430664,0.43478256464004517,14.760000228881836,-0.5682801008224487
-2.7101449966430664,0.4927535951137543,14.760000228881836,-0.6771860718727112
-2.7101449966430664,0.5507246255874634,14.760000228881836,-0.7766828536987305
-2.7101449966430664,0.6086956262588501,14.760000228881836,-0.8642885088920593
-2.7101449966430664,0.6666666269302368,14.760000228881836,-0.9348428249359131
-2.7101449966430664,0.7246376276016235,14.760000228881836,-0.9858661890029907
-2.7101449966430664,0.782608687877655,14.760000228881836,-1.0187361240386963
-2.7101449966430664,0.8405796885490417,14.760000228881836,-1.0372498035430908
-2.7101449966430664,0.8985506892204285,14.760000228881836,-1.0460715293884277
-2.7101449966430664,0.95652174949646,14.760000228881836,-1.0495134592056274
-2.7101449966430664,1.0144927501678467,14.760000228881836,-1.0505174398422241
-2.7101449966430664,1.0724637508392334,14.760000228881836,-1.0513842105865479
-2.7101449966430664,1.1304347515106201,14.760000228881836,-1.0527737140655518
-2.7101449966430664,1.1884057521820068,14.760000228881836,-1.0532945394515991
-2.7101449966430664,1.2463767528533936,14.760000228881836,-1.0511195659637451
-2.7101449966430664,1.3043477535247803,14.760000228881836,-1.0458297729492188
-2.7101449966430664,1.3623188734054565,14.760000228881836,-1.0383673906326294
-2.7101449966430664,1.4202898740768433,14.760000228881836,-1.0298101902008057
-2.7101449966430664,1.47826087474823,14.760000228881836,-1.0204248428344727
-2.7101449966430664,1.5362318754196167,14.760000228881836,-1.0094184875488281
-2.7101449966430664,1.5942028760910034,14.760000228881836,-0.9953016042709351
-2.7101449966430664,1.6521738767623901,14.760000228881836,-0.9766135215759277
-2.7101449966430664,1.7101448774337769,14.760000228881836,-0.9519485235214233
-2.7101449966430664,1.7681159973144531,14.760000228881836,-0.9196030497550964
-2.7101449966430664,1.8260869979858398,14.760000228881836,-0.8776930570602417
-2.7101449966430664,1.8840579986572266,14.760000228881836,-0.8248521685600281
-2.7101449966430664,1.9420289993286133,14.760000228881836,-0.7615245580673218
-2.7101449966430664,2.0,14.760000228881836,-0.6912484765052795
-2.637681245803833,-2.0,14.760000228881836,-0.7488527297973633
-2.637681245803833,-1.9420289993286133,14.760000228881836,-0.8167321681976318
-2.637681245803833,-1.8840579986572266,14.760000228881836,-0.8753868937492371
-2.637681245803833,-1.8260869979858398,14.760000228881836,-0.9214377403259277
-2.637681245803833,-1.7681159973144531,14.760000228881836,-0.9545094966888428
-2.637681245803833,-1.7101448774337769,14.760000228881836,-0.9765443801879883
-2.637681245803833,-1.6521738767623901,14.760000228881836,-0.9912563562393188
-2.637681245803833,-1.5942028760910034,14.760000228881836,-1.0023269653320312
-2.637681245803833,-1.5362318754196167,14.760000228881836,-1.0121304988861084
-2.637681245803833,-1.47826087474823,14.760000228881836,-1.0215229988098145
-2.637681245803833,-1.4202898740768433,14.760000228881836,-1.030190348625183
-2.637681245803833,-1.3623188734054565,14.760000228881836,-1.0371413230895996
-2.637681245803833,-1.3043477535247803,14.760000228881836,-1.0415093898773193
-2.637681245803833,-1.2463767528533936,14.760000228881836,-1.0433886051177979
-2.637681245803833,-1.1884057521820068,14.760000228881836,-1.0437811613082886
-2.637681245803833,-1.1304347515106201,14.760000228881836,-1.0434880256652832
-2.637681245803833,-1.0724637508392334,14.760000228881836,-1.0422605276107788
-2.637681245803833,-1.0144927501678467,14.760000228881836,-1.039530873298645
-2.637681245803833,-0.95652174949646,14.760000228881836,-1.0357145071029663
-2.637681245803833,-0.8985506892204285,14.760000228881836,-1.0312387943267822
-2.637681245803833,-0.8405796885490417,14.760000228881836,-1.0233439207077026
-2.637681245803833,-0.782608687877655,14.760000228881836,-1.0039750337600708
-2.637681245803833,-0.7246376276016235,14.760000228881836,-0.9633345007896423
-2.637681245803833,-0.6666666269302368,14.760000228881836,-0.8970737457275391
-2.637681245803833,-0.6086956262588501,14.760000228881836,-0.8091330528259277
-2.637681245803833,-0.5507246255874634,14.760000228881836,-0.707918107509613
-2.637681245803833,-0.4927535951137543,14.760000228881836,-0.6005952954292297
-2.637681245803833,-0.43478256464004517,14.760000228881836,-0.4908953905105591
-2.637681245803833,-0.37681156396865845,14.760000228881836,-0.38008594512939453
-2.637681245803833,-0.31884056329727173,14.760000228881836,-0.2651561498641968
-2.637681245803833,-0.2608695328235626,14.760000228881836,-0.14286625385284424
-2.637681245803833,-0.2028985172510147,14.760000228881836,-0.017111659049987793
-2.637681245803833,-0.1449275016784668,14.760000228881836,0.114310622215271
-2.637681245803833,-0.08695648610591888,14.760000228881836,0.23884451389312744
-2.637681245803833,-0.02898547053337097,14.760000228881836,0.26436376571655273
-2.637681245803833,0.02898547053337097,14.760000228881836,0.21973025798797607
-2.637681245803833,0.08695648610591888,14.760000228881836,0.16456067562103271
-2.637681245803833,0.1449275016784668,14.760000228881836,0.0910264253616333
-2.637681245803833,0.2028985172510147,14.760000228881836,-0.00639498233795166
-2.637681245803833,0.2608695328235626,14.760000228881836,-0.12147438526153564
